Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total - Persons,Total - Males,Total - Females,Religious communities - Hindu - Persons,Religious communities - Hindu - Males,Religious communities - Hindu - Females,Religious communities - Muslim - Persons,Religious communities - Muslim - Males,Religious communities - Muslim - Females,Religious communities - Christian - Persons,Religious communities - Christian - Males,Religious communities - Christian - Females,Religious communities - Sikh - Persons,Religious communities - Sikh - Males,Religious communities - Sikh - Females,Religious communities - Buddhist - Persons,Religious communities - Buddhist - Males,Religious communities - Buddhist - Females,Religious communities - Jain - Persons,Religious communities - Jain - Males,Religious communities - Jain - Females,Religious communities - Other religious communities - Persons,Religious communities - Other religious communities - Males,Religious communities - Other religious communities - Females
C4415,33,10,0000,District - Erode  10,Urban,40-44,84045,44767,39278,77559,41316,36243,4083,2207,1876,2228,1154,1074,17,10,7,2,2,0,81,41,40,5,3,2
C4415,33,10,0000,District - Erode  10,Urban,45-49,79503,41610,37893,73519,38401,35118,3708,2018,1690,2114,1101,1013,11,6,5,2,1,1,66,39,27,12,6,6
C4415,33,10,0000,District - Erode  10,Urban,50-54,61547,32781,28766,57106,30489,26617,2616,1386,1230,1724,847,877,8,6,2,3,2,1,25,16,9,8,4,4
C4415,33,10,0000,District - Erode  10,Urban,55-59,49789,25285,24504,46258,23513,22745,2101,1090,1011,1348,648,700,2,1,1,2,1,1,32,12,20,4,2,2
C4415,33,10,0000,District - Erode  10,Urban,60-64,42306,21631,20675,39404,20180,19224,1621,805,816,1198,602,596,6,1,5,3,1,2,26,16,10,11,9,2
C4415,33,10,0000,District - Erode  10,Urban,65-69,28216,13968,14248,26319,13023,13296,1102,556,546,742,354,388,3,3,0,1,0,1,20,13,7,3,2,1
C4415,33,10,0000,District - Erode  10,Urban,70-74,21121,10682,10439,19739,9996,9743,774,395,379,575,277,298,2,1,1,0,0,0,7,2,5,1,0,1
C4415,33,10,0000,District - Erode  10,Urban,75-79,11168,5732,5436,10446,5365,5081,391,192,199,312,165,147,2,0,2,0,0,0,11,5,6,0,0,0
C4415,33,10,0000,District - Erode  10,Urban,80+,12590,6093,6497,11814,5735,6079,415,193,222,339,155,184,2,0,2,0,0,0,9,4,5,1,0,1
C4415,33,10,0000,District - Erode  10,Urban,Age not stated,4487,2446,2041,3811,2074,1737,329,169,160,148,84,64,0,0,0,1,0,1,6,4,2,1,1,0
C4415,33,11,0000,District - The Nilgiris  11,Total,All ages,762141,378351,383790,599047,298369,300678,72766,35841,36925,87272,42392,44880,342,187,155,348,183,165,1229,646,583,167,78,89
C4415,33,11,0000,District - The Nilgiris  11,Total,0-4,60427,30378,30049,46561,23483,23078,7235,3603,3632,6444,3188,3256,32,21,11,23,11,12,78,41,37,13,8,5
C4415,33,11,0000,District - The Nilgiris  11,Total,5-9,65196,33139,32057,50675,25754,24921,7276,3703,3573,7003,3546,3457,40,22,18,39,21,18,111,57,54,15,9,6
C4415,33,11,0000,District - The Nilgiris  11,Total,10-14,73430,37180,36250,55977,28288,27689,8637,4387,4250,8054,3991,4063,33,18,15,77,41,36,130,76,54,12,3,9
C4415,33,11,0000,District - The Nilgiris  11,Total,15-19,76068,37609,38459,59156,29498,29658,8498,3994,4504,8107,3936,4171,26,14,12,45,20,25,120,68,52,5,2,3
C4415,33,11,0000,District - The Nilgiris  11,Total,20-24,75098,36326,38772,58663,28482,30181,8018,3890,4128,8214,3845,4369,17,9,8,33,21,12,98,52,46,15,9,6
C4415,33,11,0000,District - The Nilgiris  11,Total,25-29,73083,34556,38527,57549,27304,30245,6948,3232,3716,8394,3926,4468,25,6,19,27,11,16,84,46,38,20,4,16
C4415,33,11,0000,District - The Nilgiris  11,Total,30-34,60417,29774,30643,47507,23538,23969,5264,2584,2680,7439,3562,3877,44,19,25,9,4,5,110,45,65,11,6,5
C4415,33,11,0000,District - The Nilgiris  11,Total,35-39,65513,31253,34260,52278,24840,27438,5469,2632,2837,7544,3666,3878,31,18,13,19,12,7,129,65,64,14,9,5
C4415,33,11,0000,District - The Nilgiris  11,Total,40-44,50087,26130,23957,40226,20996,19230,3809,2025,1784,5892,3017,2875,20,11,9,17,8,9,96,57,39,10,4,6
C4415,33,11,0000,District - The Nilgiris  11,Total,45-49,48302,24619,23683,39079,19956,19123,3623,1868,1755,5460,2717,2743,23,17,6,9,4,5,73,41,32,8,3,5
C4415,33,11,0000,District - The Nilgiris  11,Total,50-54,35366,18779,16587,28525,15225,13300,2397,1312,1085,4338,2183,2155,14,10,4,16,10,6,43,21,22,13,6,7
C4415,33,11,0000,District - The Nilgiris  11,Total,55-59,26256,13454,12802,21128,10905,10223,1842,914,928,3207,1589,1618,7,6,1,10,4,6,41,22,19,8,7,1
C4415,33,11,0000,District - The Nilgiris  11,Total,60-64,20753,10209,10544,16670,8241,8429,1408,693,715,2601,1234,1367,5,4,1,11,8,3,38,17,21,3,1,2
C4415,33,11,0000,District - The Nilgiris  11,Total,65-69,13160,6136,7024,10333,4889,5444,977,449,528,1798,771,1027,5,2,3,4,3,1,31,15,16,6,2,4
C4415,33,11,0000,District - The Nilgiris  11,Total,70-74,8872,4106,4766,7018,3298,3720,572,235,337,1253,554,699,4,2,2,1,1,0,16,10,6,2,0,2
C4415,33,11,0000,District - The Nilgiris  11,Total,75-79,4061,1875,2186,3059,1454,1605,301,115,186,673,292,381,2,1,1,3,1,2,18,9,9,4,2,2
C4415,33,11,0000,District - The Nilgiris  11,Total,80+,4365,1855,2510,3316,1444,1872,370,136,234,653,264,389,3,2,1,4,2,2,10,3,7,8,3,5
C4415,33,11,0000,District - The Nilgiris  11,Total,Age not stated,1687,973,714,1327,774,553,122,69,53,198,111,87,11,5,6,1,1,0,3,1,2,0,0,0
C4415,33,11,0000,District - The Nilgiris  11,Rural,All ages,307532,151874,155658,266918,131715,135203,18538,9100,9438,21656,10799,10857,25,18,7,35,19,16,16,9,7,23,10,13
C4415,33,11,0000,District - The Nilgiris  11,Rural,0-4,24565,12425,12140,21059,10662,10397,1791,914,877,1688,833,855,0,0,0,5,3,2,0,0,0,2,2,0
C4415,33,11,0000,District - The Nilgiris  11,Rural,5-9,25860,13117,12743,22235,11285,10950,1790,906,884,1803,903,900,4,4,0,3,2,1,3,2,1,4,1,3
C4415,33,11,0000,District - The Nilgiris  11,Rural,10-14,28423,14458,13965,24076,12220,11856,2230,1093,1137,1952,1030,922,0,0,0,8,3,5,2,2,0,1,0,1
C4415,33,11,0000,District - The Nilgiris  11,Rural,15-19,29467,14582,14885,25297,12545,12752,2203,1071,1132,1948,954,994,4,3,1,4,3,1,0,0,0,1,0,1
C4415,33,11,0000,District - The Nilgiris  11,Rural,20-24,29262,14003,15259,25131,11994,13137,2099,1032,1067,2002,963,1039,2,1,1,4,3,1,0,0,0,3,1,2
C4415,33,11,0000,District - The Nilgiris  11,Rural,25-29,29459,13990,15469,25656,12197,13459,1745,831,914,2034,947,1087,2,2,0,1,1,0,1,0,1,3,1,2
C4415,33,11,0000,District - The Nilgiris  11,Rural,30-34,24022,11739,12283,20891,10194,10697,1254,602,652,1861,937,924,0,0,0,0,0,0,1,0,1,0,0,0
C4415,33,11,0000,District - The Nilgiris  11,Rural,35-39,27171,12731,14440,23876,11150,12726,1428,643,785,1844,928,916,2,1,1,1,0,1,3,2,1,2,1,1
C4415,33,11,0000,District - The Nilgiris  11,Rural,40-44,21016,10785,10231,18516,9476,9040,1005,539,466,1485,764,721,0,0,0,1,1,0,1,0,1,3,1,2
C4415,33,11,0000,District - The Nilgiris  11,Rural,45-49,20253,10252,10001,17886,9037,8849,955,502,453,1392,706,686,2,1,1,1,0,1,3,2,1,2,1,1
C4415,33,11,0000,District - The Nilgiris  11,Rural,50-54,14715,7675,7040,13046,6802,6244,613,317,296,1039,545,494,3,1,2,1,0,1,0,0,0,1,1,0
C4415,33,11,0000,District - The Nilgiris  11,Rural,55-59,10996,5555,5441,9727,4914,4813,493,239,254,767,397,370,2,2,0,3,1,2,1,0,1,0,0,0
C4415,33,11,0000,District - The Nilgiris  11,Rural,60-64,8821,4283,4538,7821,3777,4044,353,180,173,636,317,319,2,2,0,1,1,0,0,0,0,0,0,0
C4415,33,11,0000,District - The Nilgiris  11,Rural,65-69,5567,2580,2987,4845,2243,2602,248,114,134,472,221,251,0,0,0,0,0,0,1,1,0,0,0,0
C4415,33,11,0000,District - The Nilgiris  11,Rural,70-74,3896,1794,2102,3419,1584,1835,137,50,87,336,157,179,1,0,1,0,0,0,0,0,0,0,0,0
C4415,33,11,0000,District - The Nilgiris  11,Rural,75-79,1678,786,892,1416,674,742,80,28,52,181,83,98,0,0,0,0,0,0,0,0,0,1,1,0
C4415,33,11,0000,District - The Nilgiris  11,Rural,80+,1810,785,1025,1538,665,873,89,26,63,180,92,88,1,1,0,1,0,1,0,0,0,0,0,0
C4415,33,11,0000,District - The Nilgiris  11,Rural,Age not stated,551,334,217,483,296,187,25,13,12,36,22,14,0,0,0,1,1,0,0,0,0,0,0,0
C4415,33,11,0000,District - The Nilgiris  11,Urban,All ages,454609,226477,228132,332129,166654,165475,54228,26741,27487,65616,31593,34023,317,169,148,313,164,149,1213,637,576,144,68,76
C4415,33,11,0000,District - The Nilgiris  11,Urban,0-4,35862,17953,17909,25502,12821,12681,5444,2689,2755,4756,2355,2401,32,21,11,18,8,10,78,41,37,11,6,5
C4415,33,11,0000,District - The Nilgiris  11,Urban,5-9,39336,20022,19314,28440,14469,13971,5486,2797,2689,5200,2643,2557,36,18,18,36,19,17,108,55,53,11,8,3
C4415,33,11,0000,District - The Nilgiris  11,Urban,10-14,45007,22722,22285,31901,16068,15833,6407,3294,3113,6102,2961,3141,33,18,15,69,38,31,128,74,54,11,3,8
C4415,33,11,0000,District - The Nilgiris  11,Urban,15-19,46601,23027,23574,33859,16953,16906,6295,2923,3372,6159,2982,3177,22,11,11,41,17,24,120,68,52,4,2,2
C4415,33,11,0000,District - The Nilgiris  11,Urban,20-24,45836,22323,23513,33532,16488,17044,5919,2858,3061,6212,2882,3330,15,8,7,29,18,11,98,52,46,12,8,4
C4415,33,11,0000,District - The Nilgiris  11,Urban,25-29,43624,20566,23058,31893,15107,16786,5203,2401,2802,6360,2979,3381,23,4,19,26,10,16,83,46,37,17,3,14
C4415,33,11,0000,District - The Nilgiris  11,Urban,30-34,36395,18035,18360,26616,13344,13272,4010,1982,2028,5578,2625,2953,44,19,25,9,4,5,109,45,64,11,6,5
C4415,33,11,0000,District - The Nilgiris  11,Urban,35-39,38342,18522,19820,28402,13690,14712,4041,1989,2052,5700,2738,2962,29,17,12,18,12,6,126,63,63,12,8,4
C4415,33,11,0000,District - The Nilgiris  11,Urban,40-44,29071,15345,13726,21710,11520,10190,2804,1486,1318,4407,2253,2154,20,11,9,16,7,9,95,57,38,7,3,4
C4415,33,11,0000,District - The Nilgiris  11,Urban,45-49,28049,14367,13682,21193,10919,10274,2668,1366,1302,4068,2011,2057,21,16,5,8,4,4,70,39,31,6,2,4
C4415,33,11,0000,District - The Nilgiris  11,Urban,50-54,20651,11104,9547,15479,8423,7056,1784,995,789,3299,1638,1661,11,9,2,15,10,5,43,21,22,12,5,7
C4415,33,11,0000,District - The Nilgiris  11,Urban,55-59,15260,7899,7361,11401,5991,5410,1349,675,674,2440,1192,1248,5,4,1,7,3,4,40,22,18,8,7,1
C4415,33,11,0000,District - The Nilgiris  11,Urban,60-64,11932,5926,6006,8849,4464,4385,1055,513,542,1965,917,1048,3,2,1,10,7,3,38,17,21,3,1,2
C4415,33,11,0000,District - The Nilgiris  11,Urban,65-69,7593,3556,4037,5488,2646,2842,729,335,394,1326,550,776,5,2,3,4,3,1,30,14,16,6,2,4
C4415,33,11,0000,District - The Nilgiris  11,Urban,70-74,4976,2312,2664,3599,1714,1885,435,185,250,917,397,520,3,2,1,1,1,0,16,10,6,2,0,2
C4415,33,11,0000,District - The Nilgiris  11,Urban,75-79,2383,1089,1294,1643,780,863,221,87,134,492,209,283,2,1,1,3,1,2,18,9,9,3,1,2
C4415,33,11,0000,District - The Nilgiris  11,Urban,80+,2555,1070,1485,1778,779,999,281,110,171,473,172,301,2,1,1,3,2,1,10,3,7,8,3,5
C4415,33,11,0000,District - The Nilgiris  11,Urban,Age not stated,1136,639,497,844,478,366,97,56,41,162,89,73,11,5,6,0,0,0,3,1,2,0,0,0
C4415,33,12,0000,District - Coimbatore  12,Total,All ages,4271856,2176031,2095825,3847969,1961685,1886284,227734,115855,111879,185737,93053,92684,875,503,372,267,148,119,3562,1857,1705,475,253,222
C4415,33,12,0000,District - Coimbatore  12,Total,0-4,310882,157819,153063,276650,140404,136246,19628,9998,9630,13820,6992,6828,63,37,26,20,10,10,266,148,118,38,16,22
C4415,33,12,0000,District - Coimbatore  12,Total,5-9,333064,169219,163845,297670,151323,146347,20492,10375,10117,14050,7097,6953,63,32,31,20,11,9,304,161,143,24,16,8
C4415,33,12,0000,District - Coimbatore  12,Total,10-14,338198,172577,165621,300028,153311,146717,22862,11551,11311,14433,7273,7160,55,27,28,21,12,9,327,174,153,28,15,13
C4415,33,12,0000,District - Coimbatore  12,Total,15-19,381253,195212,186041,335587,172772,162815,27628,13439,14189,17175,8562,8613,63,39,24,28,13,15,341,172,169,36,20,16
C4415,33,12,0000,District - Coimbatore  12,Total,20-24,406927,200791,206136,360172,177956,182216,25744,12700,13044,19906,9578,10328,96,60,36,50,31,19,423,223,200,64,35,29
C4415,33,12,0000,District - Coimbatore  12,Total,25-29,429737,209065,220672,386442,188187,198255,22956,11275,11681,19385,9145,10240,109,59,50,26,14,12,328,154,174,49,21,28
C4415,33,12,0000,District - Coimbatore  12,Total,30-34,360715,187564,173151,325660,169411,156249,17732,9329,8403,16516,8369,8147,93,55,38,21,13,8,324,167,157,32,17,15
C4415,33,12,0000,District - Coimbatore  12,Total,35-39,363666,183185,180481,330666,166332,164334,16984,8697,8287,15221,7731,7490,76,48,28,23,10,13,294,164,130,34,18,16
C4415,33,12,0000,District - Coimbatore  12,Total,40-44,279787,149384,130403,254563,135948,118615,12423,6700,5723,12243,6439,5804,57,32,25,10,6,4,205,107,98,37,14,23
C4415,33,12,0000,District - Coimbatore  12,Total,45-49,264053,138433,125620,241020,126242,114778,11418,6054,5364,11106,5877,5229,50,28,22,14,8,6,176,86,90,33,20,13
C4415,33,12,0000,District - Coimbatore  12,Total,50-54,203635,108699,94936,186432,99327,87105,8140,4517,3623,8649,4616,4033,39,28,11,8,5,3,152,91,61,20,10,10
C4415,33,12,0000,District - Coimbatore  12,Total,55-59,161635,81857,79778,148725,75231,73494,6199,3319,2880,6395,3131,3264,33,25,8,6,3,3,103,51,52,20,14,6
C4415,33,12,0000,District - Coimbatore  12,Total,60-64,140115,71943,68172,129691,66648,63043,4809,2497,2312,5346,2664,2682,21,9,12,4,2,2,83,39,44,11,8,3
C4415,33,12,0000,District - Coimbatore  12,Total,65-69,95880,47076,48804,88667,43509,45158,3311,1687,1624,3719,1779,1940,10,6,4,4,1,3,73,44,29,10,6,4
C4415,33,12,0000,District - Coimbatore  12,Total,70-74,72134,36768,35366,67247,34361,32886,2233,1115,1118,2522,1238,1284,11,2,9,1,0,1,46,18,28,6,2,4
C4415,33,12,0000,District - Coimbatore  12,Total,75-79,38761,20060,18701,36190,18790,17400,1092,543,549,1397,680,717,3,2,1,1,1,0,34,17,17,5,3,2
C4415,33,12,0000,District - Coimbatore  12,Total,80+,44607,21872,22735,41637,20494,21143,1288,597,691,1584,736,848,2,1,1,5,4,1,30,11,19,6,3,3
C4415,33,12,0000,District - Coimbatore  12,Total,Age not stated,46807,24507,22300,40922,21439,19483,2795,1462,1333,2270,1146,1124,31,13,18,5,4,1,53,30,23,22,15,7
C4415,33,12,0000,District - Coimbatore  12,Rural,All ages,1451653,734699,716954,1403411,710208,693203,20806,10536,10270,24989,12718,12271,65,34,31,26,13,13,95,44,51,81,37,44
C4415,33,12,0000,District - Coimbatore  12,Rural,0-4,106212,53907,52305,102223,51861,50362,1782,926,856,2010,1017,993,4,3,1,2,0,2,8,2,6,7,2,5
C4415,33,12,0000,District - Coimbatore  12,Rural,5-9,115917,59082,56835,111775,56951,54824,1916,1017,899,2021,1014,1007,6,2,4,5,3,2,8,5,3,2,1,1
C4415,33,12,0000,District - Coimbatore  12,Rural,10-14,112308,57442,54866,108184,55306,52878,2017,1048,969,1898,980,918,7,5,2,2,0,2,4,2,2,9,4,5
C4415,33,12,0000,District - Coimbatore  12,Rural,15-19,121730,63562,58168,116582,60949,55633,2285,1118,1167,2678,1392,1286,2,1,1,1,0,1,11,5,6,9,6,3
C4415,33,12,0000,District - Coimbatore  12,Rural,20-24,125223,61211,64012,119621,58507,61114,2204,1050,1154,3193,1562,1631,6,3,3,5,3,2,13,4,9,11,3,8
C4415,33,12,0000,District - Coimbatore  12,Rural,25-29,137349,65787,71562,132459,63472,68987,2006,936,1070,2647,1274,1373,8,3,5,4,3,1,7,1,6,8,4,4
C4415,33,12,0000,District - Coimbatore  12,Rural,30-34,116100,58971,57129,112148,56882,55266,1609,857,752,2155,1126,1029,7,3,4,0,0,0,2,1,1,8,4,4
C4415,33,12,0000,District - Coimbatore  12,Rural,35-39,125571,61899,63672,121833,60019,61814,1640,814,826,1889,970,919,4,2,2,1,1,0,10,8,2,4,1,3
C4415,33,12,0000,District - Coimbatore  12,Rural,40-44,94866,50140,44726,92078,48650,43428,1179,641,538,1461,773,688,6,4,2,1,0,1,5,2,3,7,2,5
C4415,33,12,0000,District - Coimbatore  12,Rural,45-49,92761,47279,45482,90201,45936,44265,1111,565,546,1306,702,604,3,1,2,1,0,1,3,1,2,5,3,2
C4415,33,12,0000,District - Coimbatore  12,Rural,50-54,73209,37990,35219,71293,37007,34286,839,438,401,981,496,485,4,4,0,0,0,0,4,1,3,2,2,0
C4415,33,12,0000,District - Coimbatore  12,Rural,55-59,61800,30874,30926,60168,30044,30124,706,355,351,824,417,407,3,1,2,1,1,0,7,4,3,4,4,0
C4415,33,12,0000,District - Coimbatore  12,Rural,60-64,55737,28489,27248,54444,27833,26611,530,274,256,672,338,334,1,0,1,0,0,0,1,0,1,2,0,2
C4415,33,12,0000,District - Coimbatore  12,Rural,65-69,38555,19101,19454,37662,18631,19031,369,198,171,471,245,226,1,1,0,0,0,0,4,2,2,2,1,1
C4415,33,12,0000,District - Coimbatore  12,Rural,70-74,30130,15728,14402,29574,15440,14134,234,120,114,282,149,133,1,0,1,0,0,0,1,1,0,0,0,0
C4415,33,12,0000,District - Coimbatore  12,Rural,75-79,15995,8527,7468,15722,8394,7328,115,58,57,138,62,76,0,0,0,0,0,0,2,2,0,0,0,0
C4415,33,12,0000,District - Coimbatore  12,Rural,80+,18190,9419,8771,17803,9233,8570,136,59,77,219,116,103,1,0,1,0,0,0,2,2,0,1,0,1
C4415,33,12,0000,District - Coimbatore  12,Rural,Age not stated,10000,5291,4709,9641,5093,4548,128,62,66,144,85,59,1,1,0,3,2,1,3,1,2,0,0,0
C4415,33,12,0000,District - Coimbatore  12,Urban,All ages,2820203,1441332,1378871,2444558,1251477,1193081,206928,105319,101609,160748,80335,80413,810,469,341,241,135,106,3467,1813,1654,394,216,178
C4415,33,12,0000,District - Coimbatore  12,Urban,0-4,204670,103912,100758,174427,88543,85884,17846,9072,8774,11810,5975,5835,59,34,25,18,10,8,258,146,112,31,14,17
C4415,33,12,0000,District - Coimbatore  12,Urban,5-9,217147,110137,107010,185895,94372,91523,18576,9358,9218,12029,6083,5946,57,30,27,15,8,7,296,156,140,22,15,7
C4415,33,12,0000,District - Coimbatore  12,Urban,10-14,225890,115135,110755,191844,98005,93839,20845,10503,10342,12535,6293,6242,48,22,26,19,12,7,323,172,151,19,11,8
C4415,33,12,0000,District - Coimbatore  12,Urban,15-19,259523,131650,127873,219005,111823,107182,25343,12321,13022,14497,7170,7327,61,38,23,27,13,14,330,167,163,27,14,13
C4415,33,12,0000,District - Coimbatore  12,Urban,20-24,281704,139580,142124,240551,119449,121102,23540,11650,11890,16713,8016,8697,90,57,33,45,28,17,410,219,191,53,32,21
C4415,33,12,0000,District - Coimbatore  12,Urban,25-29,292388,143278,149110,253983,124715,129268,20950,10339,10611,16738,7871,8867,101,56,45,22,11,11,321,153,168,41,17,24
C4415,33,12,0000,District - Coimbatore  12,Urban,30-34,244615,128593,116022,213512,112529,100983,16123,8472,7651,14361,7243,7118,86,52,34,21,13,8,322,166,156,24,13,11
C4415,33,12,0000,District - Coimbatore  12,Urban,35-39,238095,121286,116809,208833,106313,102520,15344,7883,7461,13332,6761,6571,72,46,26,22,9,13,284,156,128,30,17,13
C4415,33,12,0000,District - Coimbatore  12,Urban,40-44,184921,99244,85677,162485,87298,75187,11244,6059,5185,10782,5666,5116,51,28,23,9,6,3,200,105,95,30,12,18
C4415,33,12,0000,District - Coimbatore  12,Urban,45-49,171292,91154,80138,150819,80306,70513,10307,5489,4818,9800,5175,4625,47,27,20,13,8,5,173,85,88,28,17,11
C4415,33,12,0000,District - Coimbatore  12,Urban,50-54,130426,70709,59717,115139,62320,52819,7301,4079,3222,7668,4120,3548,35,24,11,8,5,3,148,90,58,18,8,10
C4415,33,12,0000,District - Coimbatore  12,Urban,55-59,99835,50983,48852,88557,45187,43370,5493,2964,2529,5571,2714,2857,30,24,6,5,2,3,96,47,49,16,10,6
C4415,33,12,0000,District - Coimbatore  12,Urban,60-64,84378,43454,40924,75247,38815,36432,4279,2223,2056,4674,2326,2348,20,9,11,4,2,2,82,39,43,9,8,1
C4415,33,12,0000,District - Coimbatore  12,Urban,65-69,57325,27975,29350,51005,24878,26127,2942,1489,1453,3248,1534,1714,9,5,4,4,1,3,69,42,27,8,5,3
C4415,33,12,0000,District - Coimbatore  12,Urban,70-74,42004,21040,20964,37673,18921,18752,1999,995,1004,2240,1089,1151,10,2,8,1,0,1,45,17,28,6,2,4
C4415,33,12,0000,District - Coimbatore  12,Urban,75-79,22766,11533,11233,20468,10396,10072,977,485,492,1259,618,641,3,2,1,1,1,0,32,15,17,5,3,2
C4415,33,12,0000,District - Coimbatore  12,Urban,80+,26417,12453,13964,23834,11261,12573,1152,538,614,1365,620,745,1,1,0,5,4,1,28,9,19,5,3,2
C4415,33,12,0000,District - Coimbatore  12,Urban,Age not stated,36807,19216,17591,31281,16346,14935,2667,1400,1267,2126,1061,1065,30,12,18,2,2,0,50,29,21,22,15,7
C4415,33,13,0000,District - Dindigul  13,Total,All ages,1923014,968137,954877,1684808,849777,835031,89680,44698,44982,145265,71946,73319,466,259,207,222,98,124,126,70,56,76,40,36
C4415,33,13,0000,District - Dindigul  13,Total,0-4,154855,80023,74832,135828,70267,65561,7644,3923,3721,11138,5707,5431,33,15,18,15,4,11,13,8,5,5,2,3
C4415,33,13,0000,District - Dindigul  13,Total,5-9,168862,87129,81733,147596,76390,71206,8506,4273,4233,12481,6328,6153,48,19,29,27,12,15,7,4,3,4,2,2
C4415,33,13,0000,District - Dindigul  13,Total,10-14,181803,94575,87228,158327,82787,75540,9213,4623,4590,13945,6999,6946,31,22,9,27,14,13,15,9,6,6,3,3
C4415,33,13,0000,District - Dindigul  13,Total,15-19,185801,94529,91272,160263,81981,78282,10139,4901,5238,15060,7481,7579,45,24,21,27,12,15,10,6,4,3,3,0
C4415,33,13,0000,District - Dindigul  13,Total,20-24,168764,82648,86116,145447,71236,74211,9053,4401,4652,13902,6799,7103,37,22,15,18,12,6,9,3,6,9,6,3
C4415,33,13,0000,District - Dindigul  13,Total,25-29,175265,82659,92606,153096,72089,81007,8573,4094,4479,13335,6350,6985,53,27,26,19,8,11,8,5,3,4,2,2
C4415,33,13,0000,District - Dindigul  13,Total,30-34,145812,72433,73379,127762,63549,64213,6768,3424,3344,11055,5345,5710,30,15,15,13,5,8,9,4,5,7,4,3
C4415,33,13,0000,District - Dindigul  13,Total,35-39,155312,76036,79276,137107,67004,70103,6655,3294,3361,11327,5629,5698,37,23,14,19,10,9,6,2,4,2,1,1
C4415,33,13,0000,District - Dindigul  13,Total,40-44,117397,61524,55873,103673,54441,49232,4890,2590,2300,8670,4393,4277,39,27,12,19,7,12,5,3,2,3,2,1
C4415,33,13,0000,District - Dindigul  13,Total,45-49,114192,57505,56687,101351,51117,50234,4530,2304,2226,8151,4000,4151,29,20,9,9,2,7,13,9,4,6,2,4
C4415,33,13,0000,District - Dindigul  13,Total,50-54,92177,47220,44957,81965,41986,39979,3483,1806,1677,6606,3362,3244,26,17,9,10,3,7,10,6,4,4,2,2
C4415,33,13,0000,District - Dindigul  13,Total,55-59,74841,36619,38222,66535,32612,33923,2808,1350,1458,5394,2610,2784,13,5,8,5,2,3,7,4,3,9,3,6
C4415,33,13,0000,District - Dindigul  13,Total,60-64,69196,35462,33734,61491,31634,29857,2613,1281,1332,4981,2489,2492,17,8,9,5,4,1,7,4,3,6,4,2
C4415,33,13,0000,District - Dindigul  13,Total,65-69,42862,21040,21822,37789,18563,19226,1672,865,807,3342,1585,1757,8,3,5,1,1,0,1,0,1,2,1,1
C4415,33,13,0000,District - Dindigul  13,Total,70-74,32047,16420,15627,28262,14503,13759,1271,669,602,2474,1228,1246,6,3,3,3,0,3,1,0,1,1,0,1
C4415,33,13,0000,District - Dindigul  13,Total,75-79,14385,7613,6772,12593,6701,5892,564,274,290,1209,631,578,3,1,2,0,0,0,0,0,0,3,2,1
C4415,33,13,0000,District - Dindigul  13,Total,80+,16542,8379,8163,14438,7365,7073,739,340,399,1330,653,677,5,4,1,2,1,1,3,2,1,1,1,0
C4415,33,13,0000,District - Dindigul  13,Total,Age not stated,12901,6323,6578,11285,5552,5733,559,286,273,865,357,508,6,4,2,3,1,2,2,1,1,1,0,1
C4415,33,13,0000,District - Dindigul  13,Rural,All ages,1249762,629073,620689,1139612,574594,565018,26798,13048,13750,81051,40196,40855,258,142,116,112,43,69,68,38,30,64,34,30
C4415,33,13,0000,District - Dindigul  13,Rural,0-4,102332,53047,49285,93430,48425,45005,2283,1201,1082,6457,3338,3119,15,7,8,6,0,6,5,4,1,5,2,3
C4415,33,13,0000,District - Dindigul  13,Rural,5-9,111121,57598,53523,101204,52591,48613,2589,1292,1297,7127,3616,3511,24,11,13,14,4,10,5,2,3,4,2,2
